poi_id,normalized_subcategory,raw_tags_json,evidence_sources,evidence_label_pairs,preferred_aliases,active_themes
3cbd8813-92a4-49eb-9348-d3592b6b57c7,infrastructure_landmark,"{""name"": ""Dish"", ""man_made"": ""antenna"", ""communication:satellite"": ""yes""}","","","",""
de56b494-e3c2-40ad-9949-8b5edd4c04c5,gallery_art_space,"{""name"": ""Worrell Gallery"", ""type"": ""multipolygon"", ""tourism"": ""gallery"", ""building"": ""yes"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Washington Avenue"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""103""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
027d8e3a-2850-43db-9f64-1496fd5a83ef,historic_site,"{""name"": ""Tudesque House"", ""note"": ""ownership is split between two entities"", ""type"": ""site"", ""website"": ""https://historicsantafe.org/roque-tudesqui-house-east"", ""alt_name"": ""Roque Tudesqui House"", ""historic"": ""building"", ""operator"": ""Historic Santa Fe Foundation"", ""wikidata"": ""Q109463854"", ""name:etymology"": ""Roque Tudesque"", ""name:etymology:wikidata"": ""Q65800533""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
26228309-f76e-4dce-bad2-8e3b1f304971,ritual_religious_site,"{""name"": ""Zia United Methodist Church"", ""type"": ""multipolygon"", ""amenity"": ""place_of_worship"", ""building"": ""yes"", ""religion"": ""christian"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Governor Miles Road"", ""denomination"": ""united_methodist"", ""addr:postcode"": ""87507"", ""addr:housenumber"": ""3368""}","","","",""
b6716f0f-6c9d-437f-a3b0-4b72d66c607d,landscape_feature,"{""name"": ""Pueblos de Rodeo Road Open Space"", ""type"": ""multipolygon"", ""landuse"": ""recreation_ground"", ""natural"": ""grassland""}","","","",""
c8460093-2ec3-49f3-bb05-a102ac172ba9,trail_river_access,"{""name"": ""New Mexico State Capitol Complex"", ""type"": ""multipolygon"", ""leisure"": ""park"", ""tourism"": ""attraction""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
5be9d394-bed2-481b-96fb-a9ab29c01b1b,trail_river_access,"{""ele"": ""1992"", ""name"": ""Villa Linda Park"", ""type"": ""multipolygon"", ""leisure"": ""park"", ""wikidata"": ""Q49575330"", ""gnis:feature_id"": ""916083""}","","","",""
bd4ac532-bd44-466f-bb95-f9384182b9da,historic_site,"{""name"": ""El Camino Real de Tierra Adentro National Historic Trail - Santa Fe County"", ""note"": ""Route that passes near the Galisteo Resevoir is long abandoned, but an approximation may be possible as the area develops."", ""type"": ""route"", ""route"": ""foot"", ""network"": ""nwn"", ""website"": ""https://www.nps.gov/elca/index.htm"", ""historic"": ""yes"", ""operator"": ""United States National Park Service"", ""wikipedia"": ""en:Camino Real in New Mexico"", ""network:type"": ""US:NHT""}","","","",""
4e6dcfd7-a301-4c15-a3dc-4281a54ca072,historic_site,"{""name"": ""El Camino Real de Tierra Adentro National Historic Trail - Ohkay Owingeh Branch - Santa Fe County"", ""note"": ""Route that passes near the Galisteo Resevoir is long abandoned, but an approximation may be possible as the area develops."", ""type"": ""route"", ""fixme"": ""Is their a better official name that could be applied here? This superroute is primarily for ease of organizing."", ""route"": ""foot"", ""network"": ""nwn"", ""website"": ""https://www.nps.gov/elca/index.htm"", ""historic"": ""yes"", ""operator"": ""United States National Park Service"", ""wikipedia"": ""en:Camino Real in New Mexico"", ""network:type"": ""US:NHT""}","","","",""
484b7cea-a2c4-49b8-b311-3adebd7a193c,gallery_art_space,"{""name"": ""Patina Gallery"", ""tourism"": ""gallery"", ""addr:street"": ""West Palace Avenue"", ""addr:housenumber"": ""131""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Contributing|city_gis_historic_districts::Historic Districts,"",""
0574e6f4-8b47-444f-8349-5314dde9c909,gallery_art_space,"{""name"": ""Maya's"", ""tourism"": ""gallery"", ""addr:street"": ""East San Francisco Street"", ""addr:housenumber"": ""82""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
a06fed67-c68e-4098-98c9-b0b8b0770c6c,gallery_art_space,"{""name"": ""The Globe Gallery"", ""phone"": ""+1-505-989-3888"", ""tourism"": ""gallery"", ""website"": ""https://www.globefineart.com/"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Canyon Road"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""727""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
acf889f8-3f6f-46f4-a9cc-23b8b751f028,ritual_religious_site,"{""name"": ""Mountain Cloud Zen Center"", ""phone"": ""+1-505-988-4396"", ""amenity"": ""place_of_worship"", ""website"": ""https://www.mountaincloud.org/"", ""religion"": ""buddhist"", ""addr:city"": ""Santa Fe"", ""addr:street"": ""Old Santa Fe Trail"", ""denomination"": ""zen"", ""addr:postcode"": ""87505"", ""gnis:feature_id"": ""902459"", ""addr:housenumber"": ""7241""}","","","",""
e17f8a90-9f28-4590-93ba-059f3a3cefe4,gallery_art_space,"{""name"": ""Turner Carroll Gallery"", ""tourism"": ""gallery"", ""website"": ""http://www.turnercarroll.com/index.html"", ""wikidata"": ""Q7855908"", ""addr:city"": ""Santa Fe"", ""wikipedia"": ""en:Turner Carroll Gallery"", ""addr:state"": ""NM"", ""addr:street"": ""Canyon Road"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""725""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
1b49fced-0fdf-4411-8f6e-bd03231dd3ab,gallery_art_space,"{""name"": ""Elmore Gurd Contemporary"", ""tourism"": ""gallery"", ""website"": ""http://elmoregurdcontemporary.com/"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Paseo de Peralta"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""839""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Not Resurveyed|city_gis_historic_districts::Historic Districts,"",""
7e23d65b-0a1c-41ba-9994-313af3f1233d,museum,"{""ref"": ""28"", ""name"": ""Thaw Art History Center"", ""museum"": ""art"", ""tourism"": ""museum"", ""website"": ""https://sfai.org/""}","","","",""
098fb757-fa81-4891-9192-39f755af3056,historic_site,"{""name"": ""A. M. Bergere House"", ""historic"": ""house"", ""wikidata"": ""Q68925697"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Grant Avenue"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""135""}",city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,"city_gis_historic_districts::Historic Districts|nm_hpd_register_workbook::Bergere, A. M., House|nrhp_listed_properties::Bergere, Alfred M., House","",""
27679875-6e2a-4a35-9d98-7bb2f5ccc5c6,monument_memorial,"{""name"": ""Trinity"", ""historic"": ""monument"", ""description"": ""Stone Pillar""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
c917f1fb-b103-4467-bcc8-fedfe7428a9f,monument_memorial,"{""name"": ""Rock"", ""historic"": ""memorial"", ""memorial"": ""plaque""}",city_gis_railyard_boundary,city_gis_railyard_boundary::The Railyard,"",""
b80967d8-db28-403e-bf62-6fa0275507d7,historic_site,"{""name"": ""Descanso"", ""historic"": ""wayside_cross"", ""material"": ""wood"", ""inscription"": ""Michael Valdez 1954-2000""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
aa60709e-168d-4c82-8730-1e795be11f51,gallery_art_space,"{""name"": ""King Galleries"", ""tourism"": ""gallery"", ""addr:city"": ""Santa Fe"", ""addr:unit"": ""D"", ""addr:state"": ""NM"", ""addr:street"": ""Lincoln Avenue"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""130""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
c97534d8-64f3-43ca-861f-e74e0c2696b5,gallery_art_space,"{""name"": ""Eileen Fisher"", ""tourism"": ""gallery"", ""addr:city"": ""Santa Fe"", ""addr:unit"": ""101"", ""addr:state"": ""NM"", ""addr:street"": ""Lincoln Avenue"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""142""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
adaa271b-413f-482d-8d0b-b3023382faaa,gallery_art_space,"{""ref"": ""212"", ""name"": ""William Haskell Gallery"", ""level"": ""1"", ""tourism"": ""gallery"", ""addr:unit"": ""212""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
8f04db92-a49c-4486-aa8f-e4d430b44964,gallery_art_space,"{""name"": ""Touchstone Gallery"", ""tourism"": ""gallery"", ""addr:street"": ""West San Francisco Street"", ""addr:housenumber"": ""127""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
458970ab-d47a-47ff-af6d-438dbb4d4188,gallery_art_space,"{""name"": ""Sorrel Sky Gallery"", ""tourism"": ""gallery"", ""addr:street"": ""West Palace Avenue"", ""addr:housenumber"": ""125""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
e2995941-53da-4f98-9664-e3e67e70483f,historic_site,"{""name"": ""Donaciano Vigil House"", ""website"": ""https://npgallery.nps.gov/pdfhost/docs/NRHP/Text/72000811.pdf"", ""historic"": ""house"", ""wikidata"": ""Q5293824"", ""addr:city"": ""Santa Fe"", ""wikipedia"": ""en:Donaciano Vigil House"", ""addr:state"": ""NM"", ""addr:street"": ""Alto Street"", ""addr:postcode"": ""87501"", ""name:etymology"": ""Donaciano Vigil"", ""addr:housenumber"": ""518"", ""wikimedia_commons"": ""File:Donaciano_Vigil_House,_Santa_Fe_NM.jpg""}",city_gis_historic_building_status|city_gis_historic_districts|nm_hpd_register_workbook|nrhp_listed_properties,"city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts|nm_hpd_register_workbook::Vigil, Donaciano, House|nrhp_listed_properties::Vigil, Donaciano, House","",""
e5031e53-4309-4c60-8e6b-bc36938ce236,historic_site,"{""name"": ""Trinidad Chaves House"", ""historic"": ""house"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""West San Francisco Street"", ""gnis:feature_id"": ""933794"", ""addr:housenumber"": ""425""}",city_gis_historic_districts|nm_hpd_register_workbook,"city_gis_historic_districts::Historic Districts|nm_hpd_register_workbook::Chavez, Trinidad, House","",""
ea5b5b29-7e62-4ada-b0d9-d8b4b170d209,infrastructure_landmark,{},"","","",water
f8e2a8c2-d863-4635-8077-0d92f27e996c,infrastructure_landmark,"{""ele"": ""2086"", ""name"": ""KSFR-FM (Santa Fe)"", ""height"": ""30"", ""man_made"": ""tower"", ""tower:type"": ""communication"", ""gnis:feature_id"": ""938695"", ""communication:broadcast"": ""yes""}","","","",""
f74b238c-77b2-4a95-80dd-4df84700c973,monument_memorial,"{""name"": ""Billy the Kid"", ""historic"": ""memorial"", ""memorial"": ""plaque""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Non-Contributing|city_gis_historic_districts::Historic Districts,"",""
4ea6b08d-12b8-449e-992d-59d46277c0e2,landscape_feature,"{""ele"": ""2464"", ""name"": ""Moon Mountain"", ""name:es"": ""Monte Luna"", ""natural"": ""peak"", ""name:etymology"": ""Moon"", ""name:etymology:wikidata"": ""Q405""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
e6853703-1dea-4939-8e7f-954b2e315a8b,monument_memorial,"{""name"": ""Japanese Internment Memorial"", ""historic"": ""memorial"", ""material"": ""stone"", ""memorial"": ""memorial""}","","","",""
08ed321e-0b60-4136-af8e-01109eb67b0e,monument_memorial,"{""name"": ""Allen Stamm"", ""historic"": ""memorial"", ""memorial"": ""plaque""}","","","",""
6586fd78-61ec-4fe1-a7ec-9dd378081900,infrastructure_landmark,"{""name"": ""Dish"", ""man_made"": ""antenna"", ""communication:satellite"": ""yes""}","","","",""
8794c23f-a0dc-4e50-98d8-21aa90e49e5a,historic_site,"{""name"": ""Roque Tudesque House"", ""alt_name"": ""Roque Tudesqui House"", ""historic"": ""house"", ""short_name"": ""Tudesque House"", ""alt_short_name"": ""Tudesqui House""}",city_gis_historic_districts|nm_hpd_register_workbook,"city_gis_historic_districts::Historic Districts|nm_hpd_register_workbook::Tudesqui, Roque, House","",""
91d3994c-c095-4e80-85ae-b48133ec43f4,ritual_religious_site,"{""ele"": ""2111"", ""name"": ""Spanish Assembly of God Church"", ""fixme"": ""location"", ""amenity"": ""place_of_worship"", ""religion"": ""christian"", ""denomination"": ""pentecostal"", ""gnis:feature_id"": ""902402""}","","","",""
b005706a-e9c2-4b6a-a56e-e4c24130d8e3,ritual_religious_site,"{""ele"": ""2215"", ""name"": ""Mount Carmel Chapel"", ""amenity"": ""place_of_worship"", ""religion"": ""christian"", ""gnis:feature_id"": ""908927""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
245dc75c-19f1-4cff-b01c-41ca55e73df9,monument_memorial,"{""name"": ""Harper Samuel Cunningham"", ""historic"": ""memorial"", ""memorial"": ""plaque""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Significant|city_gis_historic_districts::Historic Districts,"",""
3e4c3b3c-1eb5-4584-8b3d-cbc623782dc6,gallery_art_space,"{""name"": ""Acosta"", ""tourism"": ""gallery"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""East Canyon Road"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""200""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
46d40211-ed59-4868-9722-f2446a7c4241,historic_site,"{""ele"": ""2128"", ""name"": ""Saint Catherines Indian School"", ""historic"": ""school"", ""addr:city"": ""Santa Fe"", ""addr:state"": ""NM"", ""addr:street"": ""Griffin Street"", ""addr:postcode"": ""87501"", ""name:etymology"": ""Catherine of Siena"", ""disused:amenity"": ""school"", ""gnis:feature_id"": ""910519"", ""addr:housenumber"": ""801"", ""construction_year"": ""1887"", ""name:etymology:wikidata"": ""Q229190"", ""name:etymology:wikipedia"": ""en:Catherine_of_Siena""}",nm_hpd_register_workbook,nm_hpd_register_workbook::St. Catherine's Industrial Indian School,"",""
c3ca24af-408a-4ca1-9326-be4cbd6c8dfc,gallery_art_space,"{""name"": ""Chuck Jones Studio Gallery"", ""tourism"": ""gallery"", ""website"": ""https://chuckjones.com/gallery"", ""wikidata"": ""Q133863145"", ""name:etymology"": ""Chuck Jones"", ""wikimedia_commons"": ""Category:Chuck Jones Studio Gallery"", ""name:etymology:wikidata"": ""Q312657""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Not Resurveyed|city_gis_historic_districts::Historic Districts,"",""
d8a93260-8fc4-489b-b412-6e2556290b85,landscape_feature,"{""ele"": ""2424"", ""name"": ""Sun Mountain"", ""name:es"": ""Monte Sol"", ""natural"": ""peak"", ""wikidata"": ""Q49080023"", ""name:etymology"": ""Sun"", ""gnis:feature_id"": ""911483"", ""name:etymology:wikidata"": ""Q525""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
ef8f492c-ca37-479d-960a-62f6ca4fb7d7,trail_river_access,"{""ele"": ""2101"", ""name"": ""Santa Fe River Park West"", ""leisure"": ""park"", ""wikidata"": ""Q49557736"", ""gnis:feature_id"": ""916068""}","","","",""
ea77549c-3b0c-4470-a7e9-b0beffa9f420,monument_memorial,"{""name"": ""Stamm Memorial Bench"", ""seats"": ""2"", ""amenity"": ""bench"", ""backrest"": ""no"", ""historic"": ""memorial"", ""memorial"": ""bench"", ""inscription"": ""Stamm Memorial Bench\n\""Please Sit and Rest A while\""\nAllen Stamm\n1912-2003\nBeloved Father,\nGrandfather, Builder, \nSanta Fean, Citizen\nand Soldier\n\nJack Stamm\n1944-2016\nBeloved Brother, Uncle,\nMentor, Philanthropist,\nNew Mexican,\nand Friend\n\nRIP\nYou are miss""}","","","",""
92f62f2e-c142-4f51-9d59-6e8e7b5d7be2,mural_public_art,"{""name"": ""Turkey"", ""tourism"": ""artwork"", ""artwork_type"": ""mural""}","","","",""
7d9c38ac-2157-4777-a2ae-ad5a183ebf4f,gallery_art_space,"{""name"": ""Cynde Roof Fine Art"", ""tourism"": ""gallery"", ""addr:street"": ""Old Santa Fe Trail"", ""addr:housenumber"": ""105""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Significant|city_gis_historic_districts::Historic Districts,"",""
5f043662-04ce-4f6d-a95f-139db3b2adc9,landscape_feature,"{""ele"": ""2527"", ""name"": ""Granite Point"", ""natural"": ""peak"", ""wikidata"": ""Q49032893"", ""gnis:feature_id"": ""918197""}","","","",""
dc414d37-7e95-4782-9cd7-e436bf7c2079,landscape_feature,"{""ele"": ""2263"", ""name"": ""Sally's Hill"", ""natural"": ""peak"", ""wikidata"": ""Q49081211"", ""gnis:feature_id"": ""918376""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
970a9aff-087a-405f-9657-38d3ebfa2acd,landscape_feature,"{""ele"": ""2252"", ""name"": ""Tano Point"", ""natural"": ""peak"", ""wikidata"": ""Q49081381"", ""gnis:feature_id"": ""918380""}","","","",""
551fcf40-bada-456d-8817-dc7733ae5ace,landscape_feature,"{""ele"": ""2779"", ""name"": ""Atalaya Mountain"", ""natural"": ""peak"", ""wikidata"": ""Q96372493"", ""gnis:feature_id"": ""928689""}","","","",""
ada63e59-234c-4ed2-86bf-af397b6326cb,monument_memorial,"{""ele"": ""2103"", ""name"": ""Santa Fe on the Camino Real"", ""historic"": ""memorial"", ""memorial"": ""plaque"", ""wikidata"": ""Q49557699"", ""gnis:feature_id"": ""932280""}","","","",""
7e6d8fbc-8865-4bd9-8baf-aed35329e602,infrastructure_landmark,"{""ele"": ""2077"", ""name"": ""KVSF-AM (Santa Fe);KKOB-AM (Santa Fe)"", ""height"": ""40"", ""man_made"": ""tower"", ""wikidata"": ""Q14706036"", ""wikipedia"": ""en:KVSF (AM)"", ""tower:type"": ""communication"", ""gnis:feature_id"": ""938617;938615"", ""communication:broadcast"": ""yes""}","","","",""
64c64262-6546-4c83-bc9d-172da9d3794e,infrastructure_landmark,"{""ele"": ""2137"", ""name"": ""KTRC-AM (Santa Fe)"", ""height"": ""40"", ""man_made"": ""tower"", ""tower:type"": ""communication"", ""gnis:feature_id"": ""938618"", ""tower:construction"": ""lattice"", ""communication:radio"": ""yes"", ""communication:broadcast"": ""yes""}","","","",""
49acb389-f912-44bf-a69e-968362c5a05f,infrastructure_landmark,"{""ele"": ""2081"", ""name"": ""KSWV-AM (Santa Fe)"", ""height"": ""50"", ""man_made"": ""tower"", ""operator"": ""KSWV"", ""wikidata"": ""Q6338381"", ""wikipedia"": ""en:KSWV"", ""tower:type"": ""communication"", ""gnis:feature_id"": ""938619"", ""communication:am"": ""yes"", ""operator:wikidata"": ""Q6338381"", ""tower:construction"": ""lattice"", ""communication:radio"": ""yes"", ""communication:broadcast"": ""yes""}","","","",""
57d6b2b8-a7f3-41d8-a1af-6a126e743ca5,performance_cultural_venue,"{""name"": ""Santa Fe Playhouse"", ""amenity"": ""theatre"", ""wikidata"": ""Q28456077"", ""addr:city"": ""Santa Fe"", ""wikipedia"": ""en:Santa Fe Playhouse"", ""addr:state"": ""NM"", ""addr:street"": ""East de Vargas Street"", ""addr:postcode"": ""87501"", ""addr:housenumber"": ""142""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
ceef7630-937e-4df5-b108-0cb8e650cccb,gallery_art_space,"{""ref"": ""110A"", ""name"": ""Galerie Zuger Santa Fe"", ""phone"": ""+1-505-984-5099"", ""tourism"": ""gallery"", ""website"": ""https://www.galeriezuger.com/"", ""addr:unit"": ""110A"", ""addr:street"": ""West San Francisco Street"", ""addr:housenumber"": ""122""}",city_gis_historic_building_status|city_gis_historic_districts,city_gis_historic_building_status::Contributing|city_gis_historic_districts::Historic Districts,"",""
1a24493f-4d7f-4c9b-96fa-34f8bee57539,monument_memorial,"{""name"": ""Kit Carson Monument"", ""historic"": ""monument"", ""wikidata"": ""Q124253513"", ""inscription"": ""He Led The Way\nPioneer Pathfinder Soldier""}",city_gis_historic_districts,city_gis_historic_districts::Historic Districts,"",""
